,Player,Season,School,Conf,G,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,TRB,AST,STL,BLK,TOV,PF,PTS
280,anfernee-hardaway,Career,Memphis,,66,36.7,6.9,15.2,0.456,4.8,9.0,0.531,2.2,6.2,0.34600000000000003,4.0,5.5,0.7170000000000001,7.7,5.9,2.5,1.3,3.5,2.7,20.0
281,josh-howard,Career,Wake Forest,,127,27.8,5.1,10.5,0.483,4.2,8.1,0.522,0.9,2.4,0.353,2.9,4.0,0.708,6.6,1.9,1.7,1.1,2.2,2.9,13.9
282,shawn-marion,Career,UNLV,,29,32.9,7.6,14.4,0.529,6.9,12.1,0.573,0.7,2.3,0.299,2.8,3.8,0.73,9.3,1.2,2.5,1.9,1.4,2.1,18.7
283,dahntay-jones,Career,Overall,,131,29.8,4.9,10.7,0.452,4.0,8.3,0.484,0.8,2.4,0.344,3.3,4.4,0.745,4.6,1.4,1.0,0.6,2.1,3.0,13.8
284,adam-morrison,Career,Gonzaga,,95,30.6,7.0,14.0,0.503,5.7,10.3,0.551,1.3,3.7,0.368,4.2,5.5,0.7609999999999999,5.1,2.0,0.7,0.4,,,19.7
285,brad-miller,Career,Purdue,,128,23.2,3.8,6.7,0.5720000000000001,3.8,6.5,0.583,0.1,0.2,0.259,4.2,5.6,0.754,6.7,2.0,1.1,1.3,1.9,2.0,12.0
286,antoine-walker,Career,Kentucky,,69,21.0,4.7,10.4,0.449,4.3,8.9,0.48200000000000004,0.4,1.5,0.252,1.9,2.9,0.66,6.5,2.2,1.3,0.5,2.1,2.1,11.7
287,damien-wilkins,Career,Overall,,117,30.4,3.6,8.8,0.408,2.9,6.5,0.445,0.7,2.3,0.305,3.1,4.2,0.725,5.0,2.6,1.2,0.5,,,10.9
288,trey-burke,Career,Michigan,,73,35.7,6.0,13.3,0.45,4.2,8.3,0.499,1.8,5.0,0.36700000000000005,3.1,4.0,0.777,3.3,5.7,1.3,0.5,2.5,1.7,16.9
289,josh-childress,Career,Stanford,,86,28.6,4.5,10.2,0.43799999999999994,3.3,6.6,0.494,1.2,3.6,0.335,2.2,2.8,0.755,6.8,1.8,0.9,1.1,,,12.3
290,austin-rivers,Career,Duke,,34,33.2,5.1,11.8,0.433,3.4,7.1,0.47700000000000004,1.7,4.7,0.365,3.6,5.4,0.6579999999999999,3.4,2.1,1.0,0.0,2.3,2.2,15.5
291,jimmy-butler,Career,Marquette,,106,34.5,3.7,7.2,0.508,3.3,6.4,0.525,0.3,0.9,0.38299999999999995,4.3,5.6,0.773,5.5,1.7,1.1,0.5,1.0,1.1,12.0
292,brian-shaw,Career,Overall,,100,31.9,3.9,8.9,0.434,3.9,8.4,0.46799999999999997,0.7,2.0,0.379,1.9,2.6,0.728,6.4,5.4,1.5,0.3,3.5,2.6,10.1
293,marcus-banks,Career,UNLV,,63,34.3,6.0,12.2,0.495,5.0,9.1,0.551,1.0,3.1,0.33,5.0,6.8,0.731,3.3,4.3,2.5,0.2,3.6,2.9,18.1
294,kentavious-caldwell-pope,Career,Georgia,,64,33.0,5.3,12.7,0.415,3.0,5.9,0.504,2.3,6.9,0.33899999999999997,2.9,3.9,0.752,6.1,1.5,1.9,0.4,1.6,2.2,15.8
295,raymond-felton,Career,UNC,,101,33.9,4.1,9.7,0.423,2.4,5.1,0.467,1.7,4.6,0.375,2.6,3.5,0.731,4.1,6.9,1.9,0.3,,,12.5
296,alonzo-gee,Career,Alabama,,128,,4.7,10.4,0.447,3.8,7.6,0.491,0.9,2.8,0.325,2.5,4.0,0.632,5.7,1.3,1.2,0.4,2.1,,12.7
297,matt-harpring,Career,Georgia Tech,,124,36.0,6.1,13.1,0.465,4.4,8.4,0.523,1.7,4.7,0.361,4.1,5.4,0.753,8.0,2.3,1.4,0.2,2.7,1.8,17.9
298,dan-majerle,Career,Central Michigan,,94,36.0,8.4,15.7,0.536,7.7,14.0,0.5489999999999999,0.9,2.0,0.431,4.4,7.0,0.631,8.9,2.2,1.7,1.0,2.1,2.4,21.8
299,stephon-marbury,Career,Georgia Tech,,36,37.4,6.5,14.3,0.457,4.1,7.7,0.5329999999999999,2.4,6.6,0.37,3.4,4.6,0.738,3.1,4.5,1.8,0.1,3.2,2.3,18.9
300,jeff-mcinnis,Career,UNC,,100,25.6,4.0,8.8,0.45899999999999996,2.7,5.3,0.5,1.4,3.5,0.397,1.8,2.6,0.7190000000000001,2.8,4.4,1.1,0.0,2.0,1.8,11.3
301,tony-parker,Career,UCLA,,136,18.3,3.4,6.0,0.555,3.4,6.0,0.555,0.0,0.0,,1.6,3.1,0.516,5.1,0.3,0.4,0.7,1.2,2.8,8.3
302,glenn-robinson,Career,Purdue,,62,35.1,9.9,20.7,0.479,8.1,16.0,0.507,1.8,4.6,0.385,5.9,7.7,0.773,9.7,1.9,1.8,1.0,3.9,2.7,27.5
303,norris-cole,Career,Cleveland State,,140,35.0,4.8,11.1,0.435,3.8,8.0,0.48,1.0,3.1,0.321,3.5,4.2,0.826,3.2,3.3,1.5,0.1,2.0,1.2,14.1
304,rodney-rogers,Career,Wake Forest,,89,31.7,7.7,13.2,0.579,7.1,11.5,0.613,0.6,1.7,0.349,3.4,4.9,0.6940000000000001,7.9,2.2,1.6,0.8,2.8,2.8,19.3
305,luke-walton,Career,Arizona,,129,27.2,3.3,7.6,0.426,2.8,5.9,0.47,0.5,1.8,0.284,2.1,3.1,0.685,5.1,4.5,1.2,0.4,2.6,1.8,9.1
306,tobias-harris,Career,Tennessee,,34,29.2,5.4,11.8,0.46,4.8,9.6,0.49700000000000005,0.7,2.2,0.303,3.8,5.0,0.753,7.3,1.3,0.7,0.9,1.8,2.1,15.3
307,solomon-hill,Career,Arizona,,139,29.0,3.5,7.3,0.48100000000000004,2.7,5.1,0.528,0.8,2.2,0.375,2.5,3.3,0.745,5.6,2.2,0.9,0.4,2.1,2.4,10.3
308,corey-maggette,Career,Duke,,39,17.7,3.5,6.7,0.525,2.8,4.5,0.61,0.7,2.2,0.345,2.8,4.0,0.716,3.9,1.5,0.7,0.4,2.1,2.5,10.6
309,nik-stauskas,Career,Michigan,,75,32.9,4.3,9.2,0.467,2.0,4.0,0.5,2.3,5.2,0.441,3.2,3.9,0.8320000000000001,2.9,2.3,0.6,0.3,1.5,1.0,14.1
310,von-wafer,Career,Florida State,,61,21.6,3.5,8.7,0.405,1.7,3.8,0.457,1.8,4.9,0.365,1.3,1.9,0.669,2.2,1.4,0.9,0.2,,,10.1
311,jae-crowder,Career,Marquette,,72,30.2,5.2,10.6,0.49200000000000005,3.8,6.5,0.581,1.4,4.1,0.35,2.7,4.0,0.6829999999999999,7.6,1.8,1.9,0.9,1.0,2.5,14.6
312,devin-harris,Career,Wisconsin,,96,35.0,4.6,10.2,0.447,2.6,5.0,0.522,1.9,5.2,0.375,3.8,4.8,0.778,4.1,3.1,1.7,0.4,,,14.8
313,shelvin-mack,Career,Butler,,108,31.5,4.8,11.4,0.419,2.8,5.8,0.48,2.0,5.6,0.35700000000000004,2.6,3.4,0.755,4.2,3.3,1.1,0.1,2.2,1.3,14.1
314,earl-watson,Career,UCLA,,129,34.5,4.0,8.9,0.45,3.0,5.9,0.507,1.0,3.0,0.341,2.2,3.3,0.654,3.8,4.7,1.8,0.4,3.5,2.2,11.2
315,baron-davis,Career,UCLA,,59,30.7,4.9,9.7,0.503,3.9,6.6,0.583,1.0,3.1,0.32799999999999996,2.9,4.5,0.631,3.8,4.4,2.5,0.4,3.3,1.6,13.6
316,markieff-morris,Career,Kansas,,109,21.1,3.1,5.7,0.5529999999999999,2.8,4.8,0.579,0.3,0.9,0.40399999999999997,1.9,2.9,0.653,6.1,1.2,0.6,0.9,1.6,1.8,8.5
317,al-farouq-aminu,Career,Wake Forest,,62,31.3,5.0,10.6,0.47600000000000003,4.6,8.9,0.522,0.4,1.7,0.23800000000000002,3.9,5.7,0.687,9.4,1.4,1.2,1.3,2.9,1.5,14.4
318,dion-glover,Career,Georgia Tech,,33,,6.7,15.2,0.441,5.4,10.2,0.525,1.4,5.0,0.271,3.6,5.6,0.64,5.0,2.6,2.1,0.2,,,18.4
319,bonzi-wells,Career,Ball State,,116,31.0,7.9,16.4,0.48,6.6,12.6,0.526,1.2,3.8,0.325,4.5,6.5,0.6809999999999999,7.3,3.3,3.0,0.8,3.6,2.1,21.4
320,james-anderson,Career,BYU,,87,5.7,0.7,1.4,0.46299999999999997,0.7,1.4,0.46299999999999997,0.0,0.0,,0.3,0.7,0.39,1.3,0.2,0.1,0.4,0.2,1.0,1.6
321,larry-hughes,Career,Saint Louis,,32,,7.0,16.9,0.415,5.7,12.3,0.461,1.3,4.5,0.29,5.6,8.1,0.6920000000000001,5.1,2.4,2.2,0.4,,,20.9
322,jerry-stackhouse,Career,UNC,,69,27.6,5.1,10.3,0.496,4.6,8.7,0.522,0.6,1.6,0.355,4.9,6.7,0.72,6.6,2.3,1.3,1.1,2.9,1.9,15.7
323,marcus-williams,Career,UConn,,70,27.9,2.9,7.2,0.402,2.1,5.2,0.413,0.8,2.1,0.375,2.4,3.0,0.7909999999999999,3.2,7.3,1.0,0.2,,,9.0
324,eric-williams,Career,Providence,,60,30.4,5.8,12.9,0.45299999999999996,5.4,11.5,0.466,0.5,1.4,0.349,4.5,6.7,0.6729999999999999,5.9,1.9,1.6,0.4,2.2,2.7,16.7
325,gerald-henderson,Career,VCU,,103,34.8,6.6,13.8,0.48100000000000004,,,,,,,1.7,2.8,0.627,3.2,,,,,,15.0
326,john-wall,Career,Kentucky,,37,34.8,5.5,11.8,0.461,4.5,8.8,0.509,1.0,3.1,0.325,4.7,6.3,0.754,4.3,6.5,1.8,0.5,4.0,1.9,16.6
327,thaddeus-young,Career,Georgia Tech,,31,29.6,5.7,11.9,0.478,4.5,8.9,0.498,1.3,3.0,0.419,1.7,2.3,0.743,4.9,2.0,1.3,0.4,,,14.4
328,gary-payton,Career,Oregon State,,120,37.7,6.9,14.3,0.485,5.4,10.2,0.53,1.5,4.0,0.369,2.8,4.1,0.684,4.0,7.8,2.7,0.5,3.3,3.5,18.1
329,antonio-daniels,Career,Bowling Green State,,111,33.3,5.9,11.4,0.515,5.1,9.5,0.54,0.8,1.9,0.396,3.6,4.8,0.758,2.9,5.2,1.5,0.3,2.8,1.5,16.1
330,eddie-griffin,Career,Seton Hall,,30,32.6,6.9,16.0,0.429,5.5,11.7,0.469,1.4,4.3,0.32,2.7,3.6,0.7340000000000001,10.8,1.6,0.9,4.4,2.2,2.4,17.8
331,gary-harris,Career,Michigan State,,69,31.0,5.0,11.4,0.44,2.9,5.7,0.503,2.1,5.6,0.376,2.7,3.5,0.7879999999999999,3.3,2.0,1.6,0.3,1.6,2.0,14.9
332,darrell-arthur,Career,Kansas,,78,21.9,4.7,8.7,0.541,4.7,8.5,0.552,0.0,0.2,0.11800000000000001,1.8,2.7,0.6759999999999999,5.5,0.6,0.7,1.4,1.9,,11.3
333,reggie-jackson,Career,Boston College,,99,32.2,4.6,9.9,0.465,3.4,6.4,0.527,1.2,3.5,0.35100000000000003,2.3,3.0,0.753,4.4,3.5,0.8,0.5,2.1,1.2,12.7
334,ramon-sessions,Career,Nevada,,97,29.2,3.2,7.6,0.41700000000000004,2.9,6.7,0.43,0.3,0.8,0.313,2.2,3.0,0.74,4.2,4.9,1.2,0.1,,,8.8
335,alvin-williams,Career,Villanova,,131,30.0,3.7,8.4,0.44299999999999995,2.7,5.5,0.493,1.0,2.9,0.35,2.4,3.4,0.726,3.7,4.2,1.5,0.3,2.3,2.6,10.9
336,ryan-kelly,Career,Eastern Illinois,,41,,0.7,1.2,0.529,0.7,1.2,0.54,0.0,0.0,0.0,0.4,0.9,0.474,1.9,0.4,0.2,0.3,,,1.8
337,gerald-wallace,Career,Alabama,,36,22.9,3.5,8.0,0.43799999999999994,3.2,6.3,0.511,0.3,1.8,0.175,2.4,4.3,0.568,6.0,1.5,1.2,1.0,2.4,2.4,9.8
338,eduardo-najera,Career,Oklahoma,,126,31.3,4.9,11.3,0.43,4.2,9.0,0.467,0.7,2.3,0.28800000000000003,2.7,4.0,0.669,7.2,1.7,1.5,0.7,2.1,2.2,13.1
339,donald-sloan,Career,Texas A&M,,138,33.2,3.8,8.8,0.428,2.9,6.3,0.46399999999999997,0.8,2.5,0.336,2.7,3.6,0.732,3.3,2.7,0.6,0.1,2.1,0.4,11.0
340,bob-sura,Career,Florida State,,119,33.6,6.1,13.7,0.45,4.3,8.3,0.524,1.8,5.4,0.33399999999999996,3.8,5.8,0.652,6.0,3.7,1.8,0.3,3.4,2.5,17.9
341,allen-iverson,Career,Georgetown,,67,32.5,7.7,17.5,0.44,5.9,11.7,0.503,1.8,5.8,0.314,5.8,8.5,0.6829999999999999,3.6,4.6,3.2,0.3,4.1,2.5,23.0
342,george-lynch,Career,UNC,,140,26.5,5.1,9.8,0.519,5.0,9.6,0.524,0.1,0.2,0.344,2.2,3.4,0.6509999999999999,7.8,1.7,1.7,0.4,2.3,2.8,12.5
343,lamar-odom,Career,Rhode Island,,32,34.9,6.3,13.2,0.48200000000000004,5.3,10.0,0.53,1.0,3.1,0.33,3.9,5.7,0.687,9.4,3.8,0.8,1.5,3.4,2.9,17.6
344,lance-stephenson,Career,Cincinnati,,34,28.2,4.8,10.8,0.44,4.3,8.7,0.495,0.5,2.1,0.21899999999999997,2.3,3.5,0.664,5.4,2.5,0.9,0.2,2.4,1.9,12.3
345,chris-johnson,Career,Dayton,,138,27.8,3.4,7.9,0.42700000000000005,1.7,3.3,0.505,1.7,4.6,0.371,2.1,2.6,0.826,6.1,1.1,0.8,0.4,1.1,1.5,10.6
346,jordan-crawford,Career,Overall,,65,32.8,5.6,12.4,0.455,4.0,8.0,0.494,1.7,4.4,0.384,2.6,3.3,0.765,4.1,2.6,1.2,0.2,2.2,0.9,15.5
347,ronnie-price,Career,Overall,,114,31.2,6.1,14.7,0.41700000000000004,3.7,7.7,0.48200000000000004,2.4,7.0,0.345,3.1,4.0,0.7879999999999999,3.5,2.8,1.7,0.2,,,17.8
348,evan-turner,Career,Ohio State,,101,35.7,5.3,10.6,0.502,4.8,9.1,0.525,0.5,1.5,0.36200000000000004,3.8,5.0,0.758,6.8,4.1,1.6,0.7,3.5,0.9,15.0
349,donte-greene,Career,Syracuse,,35,35.8,6.2,14.9,0.418,3.7,7.4,0.49200000000000005,2.6,7.5,0.345,2.7,3.8,0.7070000000000001,7.2,2.0,1.3,1.6,2.6,,17.7
350,andrew-wiggins,Career,Kansas,,35,32.8,5.4,12.1,0.44799999999999995,4.2,8.5,0.493,1.2,3.6,0.341,5.0,6.5,0.775,5.9,1.5,1.2,1.0,2.3,2.7,17.1
351,antoine-wright,Career,Texas A&M,,87,32.1,5.4,13.0,0.41200000000000003,3.3,7.5,0.439,2.1,5.5,0.376,2.6,4.0,0.648,5.6,2.1,1.1,0.6,,,15.4
352,will-barton,Career,Memphis,,70,32.9,5.7,12.0,0.47100000000000003,4.6,8.4,0.546,1.1,3.6,0.299,2.7,3.7,0.733,6.5,2.9,1.5,0.6,2.3,2.2,15.2
353,luc-mbah-a-moute,Career,UCLA,,107,29.5,3.4,6.8,0.503,3.2,6.0,0.545,0.2,0.9,0.215,1.7,2.5,0.6679999999999999,7.2,1.6,1.3,0.6,1.9,,8.7
354,derrick-rose,Career,Memphis,,40,29.2,5.2,10.9,0.47700000000000004,4.3,8.3,0.521,0.9,2.6,0.337,3.7,5.1,0.7120000000000001,4.5,4.7,1.2,0.4,2.7,,14.9
355,russell-westbrook,Career,UCLA,,75,21.9,3.1,6.6,0.46399999999999997,2.6,5.3,0.491,0.5,1.3,0.354,1.7,2.4,0.685,2.4,2.5,1.0,0.1,2.5,,8.3
356,yakhouba-diawara,Career,Pepperdine,,45,32.5,5.4,11.9,0.456,4.7,9.7,0.48200000000000004,0.8,2.2,0.34299999999999997,3.8,5.9,0.65,6.0,1.0,0.8,0.1,,,15.5
357,maurice-harkless,Career,St. John's (NY),,32,36.1,6.0,13.3,0.452,5.5,10.9,0.506,0.5,2.5,0.215,2.9,4.3,0.6759999999999999,8.6,1.5,1.6,1.4,2.5,2.3,15.5
358,george-mccloud,Career,Florida State,,117,24.3,4.5,9.8,0.46,3.2,6.6,0.48100000000000004,2.2,5.2,0.429,2.7,3.5,0.778,3.4,1.7,0.9,0.1,2.4,2.0,13.5
359,jamaal-tinsley,Career,Iowa State,,68,32.5,4.2,10.8,0.38799999999999996,3.4,8.4,0.405,0.8,2.3,0.327,3.4,4.9,0.685,4.5,6.3,2.6,0.8,4.0,2.9,12.5
360,derrick-williams,Career,Birmingham-Southern,,27,,3.2,7.7,0.418,1.3,3.1,0.4,2.0,4.6,0.431,2.7,3.4,0.813,3.2,3.2,1.3,0.0,,,11.1
361,rodney-stuckey,Career,Eastern Washington,,59,33.1,8.1,17.1,0.47200000000000003,6.4,11.9,0.54,1.7,5.2,0.317,6.5,8.1,0.8059999999999999,4.7,4.8,2.3,0.3,,,24.4
362,marcus-smart,Career,Oklahoma State,,64,33.1,4.9,11.9,0.413,3.5,7.3,0.488,1.4,4.6,0.295,5.5,7.3,0.7509999999999999,5.9,4.5,2.9,0.6,3.0,2.9,16.6
363,shandon-anderson,Career,Georgia,,118,26.8,4.9,9.9,0.498,4.5,8.5,0.532,0.4,1.4,0.29100000000000004,2.6,4.1,0.634,5.0,2.7,1.8,0.3,2.9,2.5,12.9
364,rajon-rondo,Career,Kentucky,,68,28.1,3.7,7.4,0.493,3.3,6.0,0.544,0.4,1.5,0.28300000000000003,1.9,3.3,0.5770000000000001,4.5,4.2,2.3,0.2,,,9.6
365,tyreke-evans,Career,Memphis,,37,,6.2,13.6,0.455,5.3,10.3,0.514,0.9,3.4,0.27399999999999997,3.7,5.2,0.711,5.4,3.9,2.1,0.8,3.6,,17.1
366,corey-brewer,Career,Florida,,108,27.2,4.0,8.2,0.48,3.0,5.7,0.536,0.9,2.6,0.35600000000000004,2.5,3.6,0.708,4.3,2.8,1.6,0.4,,,11.3
367,josh-smith,Career,Savannah State,,4,,0.3,0.8,0.33299999999999996,0.3,0.8,0.33299999999999996,0.0,0.0,,0.3,0.5,0.5,1.8,1.0,0.8,0.3,1.3,,0.8
368,dwyane-wade,Career,Marquette,,65,30.7,7.3,14.8,0.494,6.8,13.3,0.512,0.5,1.5,0.33299999999999996,4.6,6.2,0.745,6.5,3.9,2.3,1.2,3.1,2.4,19.7
369,demar-derozan,Career,USC,,35,,5.5,10.5,0.523,5.3,9.5,0.562,0.2,1.0,0.16699999999999998,2.7,4.2,0.6459999999999999,5.7,1.5,0.9,0.4,2.1,,13.9
370,tony-allen,Career,Oklahoma State,,67,31.4,5.5,11.5,0.47700000000000004,4.7,9.3,0.508,0.8,2.2,0.34700000000000003,3.5,5.2,0.682,5.5,2.9,2.0,0.8,,,15.3
371,shareef-abdur-rahim,Career,University of California,,28,34.7,7.4,14.2,0.518,7.1,13.5,0.525,0.3,0.8,0.381,6.1,8.9,0.6829999999999999,8.4,1.0,1.9,1.3,3.1,2.1,21.1
372,jerami-grant,Career,Syracuse,,72,21.9,2.6,5.3,0.486,2.5,5.1,0.496,0.1,0.3,0.3,2.2,3.5,0.6409999999999999,4.7,0.9,0.6,0.5,0.9,1.8,7.5
373,jared-sullinger,Career,Ohio State,,74,31.0,6.1,11.5,0.53,5.8,10.8,0.541,0.3,0.7,0.365,4.9,6.7,0.733,9.7,1.2,1.1,0.8,1.8,2.7,17.3
374,moochie-norris,Career,Auburn,,29,34.8,4.3,10.8,0.397,2.3,5.2,0.444,2.0,5.6,0.354,2.0,2.9,0.6990000000000001,4.0,4.9,1.8,0.0,2.6,1.9,12.5
375,will-bynum,Career,Overall,,101,21.8,3.1,8.1,0.385,1.9,4.2,0.45299999999999996,1.2,3.9,0.31,2.0,2.7,0.7390000000000001,2.1,2.1,0.9,0.0,,,9.4
376,james-johnson,Career,Quinnipiac,,127,34.1,4.6,11.9,0.385,2.9,7.3,0.39399999999999996,1.7,4.6,0.37,2.8,3.5,0.792,3.5,3.8,1.5,0.1,2.2,1.7,13.6
377,zach-randolph,Career,Michigan State,,33,19.8,4.2,7.1,0.5870000000000001,4.2,7.1,0.59,0.0,0.0,0.0,2.4,3.8,0.635,6.7,1.0,0.7,0.7,1.6,1.8,10.8
378,drew-gooden,Career,Kansas,,98,26.2,6.1,12.3,0.493,5.9,11.7,0.503,0.2,0.6,0.306,3.3,4.7,0.698,9.2,1.6,1.1,1.1,2.6,2.5,15.6
379,anthony-carter,Career,Hawaii,,58,34.7,6.9,14.6,0.474,5.8,11.2,0.519,1.1,3.4,0.33,3.4,4.8,0.7140000000000001,4.5,6.9,2.4,0.4,4.7,1.5,18.4
380,michael-carter-williams,Career,Syracuse,,66,25.4,2.7,6.8,0.39799999999999996,2.1,4.8,0.43799999999999994,0.6,2.1,0.307,2.2,3.2,0.679,3.6,5.2,2.0,0.4,2.3,1.8,8.2
381,ronnie-brewer,Career,Arkansas,,90,33.0,5.5,11.9,0.462,4.3,8.5,0.511,1.2,3.4,0.34,3.6,5.4,0.6709999999999999,5.0,3.3,2.4,0.5,,,15.7
382,marquis-daniels,Career,Auburn,,111,28.7,5.4,10.8,0.496,4.8,8.8,0.542,0.6,2.0,0.29600000000000004,2.4,3.8,0.6459999999999999,5.6,2.6,1.9,0.4,,,13.8
383,tony-wroten,Career,Washington,,35,30.3,5.7,12.8,0.44299999999999995,5.4,11.2,0.483,0.3,1.6,0.161,4.4,7.5,0.583,5.0,3.7,1.9,0.4,3.8,2.7,16.0
384,andre-miller,Career,Utah,,134,29.4,4.4,8.6,0.513,4.0,7.1,0.5579999999999999,0.4,1.5,0.294,2.9,4.2,0.6759999999999999,4.8,5.4,1.9,0.5,2.8,1.4,12.1
